run,cached,returncode,name,ridge_l2,target_mode,action_smoothing,scale_turnover_penalty,min_signal_scale,max_signal_scale,min_spy_weight,max_spy_weight,initial_spy_weight,no_trade_band,profile,transaction_cost_bps,slippage_bps,seed,gate,gate_scale,n_folds,min_robust_min_relative,min_active_fraction,mean_test_relative,mean_validation_relative,robust_min_test_relative,beat_hold_fraction,active_fraction,mean_turnover,worst_daily_relative_return,worst_max_relative_drawdown,overall_gate_passed,validation_gate_passed,validation_gate_value,validation_gate_threshold,robust_gate_passed,robust_gate_value,robust_gate_threshold,active_gate_passed,active_gate_value,active_gate_threshold,summary_csv,detailed_json,wealth_first_score
robust_guard_c18_s5_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,18.0,18.0,5,055,bps,5,0.0,0.01,0.004113249455583246,0.00926511995727548,0.00047854121398427374,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056102250630153,True,True,0.00926511995727548,0.0055,True,0.00047854121398427374,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c18_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/robust_guard_c18_s5_g055/main4_gate055_f5_s5_detailed.json,0.0039703356691240315
robust_guard_c18_s17_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,18.0,18.0,17,055,bps,5,0.0,0.01,0.004113249455583246,0.00926511995727548,0.00047854121398427374,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056102250630153,True,True,0.00926511995727548,0.0055,True,0.00047854121398427374,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c18_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/robust_guard_c18_s17_g055/main4_gate055_f5_s17_detailed.json,0.0039703356691240315
robust_guard_c18_s29_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,18.0,18.0,29,055,bps,5,0.0,0.01,0.004113249455583246,0.00926511995727548,0.00047854121398427374,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056102250630153,True,True,0.00926511995727548,0.0055,True,0.00047854121398427374,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c18_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/robust_guard_c18_s29_g055/main4_gate055_f5_s29_detailed.json,0.0039703356691240315
robust_guard_c22_s5_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,22.0,22.0,5,055,bps,5,0.0,0.01,0.0039233852121468345,0.008918773909847789,0.00036803126266549135,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056626898270405,True,True,0.008918773909847789,0.0055,True,0.00036803126266549135,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c22_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/robust_guard_c22_s5_g055/main4_gate055_f5_s5_detailed.json,0.003725216450028229
robust_guard_c22_s17_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,22.0,22.0,17,055,bps,5,0.0,0.01,0.0039233852121468345,0.008918773909847789,0.00036803126266549135,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056626898270405,True,True,0.008918773909847789,0.0055,True,0.00036803126266549135,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c22_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/robust_guard_c22_s17_g055/main4_gate055_f5_s17_detailed.json,0.003725216450028229
robust_guard_c22_s29_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,22.0,22.0,29,055,bps,5,0.0,0.01,0.0039233852121468345,0.008918773909847789,0.00036803126266549135,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0056626898270405,True,True,0.008918773909847789,0.0055,True,0.00036803126266549135,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c22_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/robust_guard_c22_s29_g055/main4_gate055_f5_s29_detailed.json,0.003725216450028229
robust_guard_c25_s5_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,25.0,25.0,5,055,bps,5,0.0,0.01,0.0037810176338101352,0.008659126730179389,0.00028515515112781387,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0057020375042481,True,True,0.008659126730179389,0.0055,True,0.00028515515112781387,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c25_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/robust_guard_c25_s5_g055/main4_gate055_f5_s5_detailed.json,0.0035414108159226914
robust_guard_c25_s17_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,25.0,25.0,17,055,bps,5,0.0,0.01,0.0037810176338101352,0.008659126730179389,0.00028515515112781387,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0057020375042481,True,True,0.008659126730179389,0.0055,True,0.00028515515112781387,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c25_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/robust_guard_c25_s17_g055/main4_gate055_f5_s17_detailed.json,0.0035414108159226914
robust_guard_c25_s29_g055,False,0,robust_guard,0.015,tanh_return,1.08,2.0,-0.6,0.6,0.8,1.05,1.0,0.022,robust_guard,25.0,25.0,29,055,bps,5,0.0,0.01,0.0037810176338101352,0.008659126730179389,0.00028515515112781387,1.0,1.0,0.000509579191268468,-0.0016973889267193,0.0057020375042481,True,True,0.008659126730179389,0.0055,True,0.00028515515112781387,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/robust_guard_c25_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/robust_guard_c25_s29_g055/main4_gate055_f5_s29_detailed.json,0.0035414108159226914
turnover_guard_c12_s5_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,12.0,12.0,5,055,bps,5,0.0,0.01,0.0045511591324049585,0.008853485009425333,0.0015372010510550371,1.0,1.0,0.0005545525258295274,-0.0016095058151572,0.0050938612673274,True,True,0.008853485009425333,0.0055,True,0.0015372010510550371,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c12_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c12_s5_g055/main4_gate055_f5_s5_detailed.json,0.004903845263560331
turnover_guard_c12_s17_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,12.0,12.0,17,055,bps,5,0.0,0.01,0.0045511591324049585,0.008853485009425333,0.0015372010510550371,1.0,1.0,0.0005545525258295274,-0.0016095058151572,0.0050938612673274,True,True,0.008853485009425333,0.0055,True,0.0015372010510550371,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c12_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c12_s17_g055/main4_gate055_f5_s17_detailed.json,0.004903845263560331
turnover_guard_c12_s29_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,12.0,12.0,29,055,bps,5,0.0,0.01,0.0045511591324049585,0.008853485009425333,0.0015372010510550371,1.0,1.0,0.0005545525258295274,-0.0016095058151572,0.0050938612673274,True,True,0.008853485009425333,0.0055,True,0.0015372010510550371,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c12_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c12_s29_g055/main4_gate055_f5_s29_detailed.json,0.004903845263560331
turnover_guard_c15_s5_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,15.0,15.0,5,055,bps,5,0.0,0.01,0.004215597161914042,0.007974749083247312,0.0014575417300348725,1.0,1.0,0.0004694650277814758,-0.0016261884034651,0.0051300387271592,True,True,0.007974749083247312,0.0055,True,0.0014575417300348725,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c15_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c15_s5_g055/main4_gate055_f5_s5_detailed.json,0.004592269256095371
turnover_guard_c15_s17_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,15.0,15.0,17,055,bps,5,0.0,0.01,0.004215597161914042,0.007974749083247312,0.0014575417300348725,1.0,1.0,0.0004694650277814758,-0.0016261884034651,0.0051300387271592,True,True,0.007974749083247312,0.0055,True,0.0014575417300348725,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c15_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c15_s17_g055/main4_gate055_f5_s17_detailed.json,0.004592269256095371
turnover_guard_c15_s29_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,15.0,15.0,29,055,bps,5,0.0,0.01,0.004215597161914042,0.007974749083247312,0.0014575417300348725,1.0,1.0,0.0004694650277814758,-0.0016261884034651,0.0051300387271592,True,True,0.007974749083247312,0.0055,True,0.0014575417300348725,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c15_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c15_s29_g055/main4_gate055_f5_s29_detailed.json,0.004592269256095371
turnover_guard_c18_s5_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,18.0,18.0,5,055,bps,5,0.0,0.01,0.00408436112553483,0.007771898818978951,0.0013778874459153823,1.0,1.0,0.0004694650277814758,-0.0016428709917732,0.0051662155467526,True,True,0.007771898818978951,0.0055,True,0.0013778874459153823,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c18_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c18_s5_g055/main4_gate055_f5_s5_detailed.json,0.004421206077656414
turnover_guard_c18_s17_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,18.0,18.0,17,055,bps,5,0.0,0.01,0.00408436112553483,0.007771898818978951,0.0013778874459153823,1.0,1.0,0.0004694650277814758,-0.0016428709917732,0.0051662155467526,True,True,0.007771898818978951,0.0055,True,0.0013778874459153823,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c18_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c18_s17_g055/main4_gate055_f5_s17_detailed.json,0.004421206077656414
turnover_guard_c18_s29_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,18.0,18.0,29,055,bps,5,0.0,0.01,0.00408436112553483,0.007771898818978951,0.0013778874459153823,1.0,1.0,0.0004694650277814758,-0.0016428709917732,0.0051662155467526,True,True,0.007771898818978951,0.0055,True,0.0013778874459153823,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c18_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c18_s29_g055/main4_gate055_f5_s29_detailed.json,0.004421206077656414
turnover_guard_c22_s5_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,22.0,22.0,5,055,bps,5,0.0,0.01,0.003909415810605443,0.007501527559903654,0.0012716895685229712,1.0,1.0,0.0004694650277814758,-0.0016651144428505,0.0052144503102854,True,True,0.007501527559903654,0.0055,True,0.0012716895685229712,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c22_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c22_s5_g055/main4_gate055_f5_s5_detailed.json,0.004193161824030822
turnover_guard_c22_s17_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,22.0,22.0,17,055,bps,5,0.0,0.01,0.003909415810605443,0.007501527559903654,0.0012716895685229712,1.0,1.0,0.0004694650277814758,-0.0016651144428505,0.0052144503102854,True,True,0.007501527559903654,0.0055,True,0.0012716895685229712,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c22_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c22_s17_g055/main4_gate055_f5_s17_detailed.json,0.004193161824030822
turnover_guard_c22_s29_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,22.0,22.0,29,055,bps,5,0.0,0.01,0.003909415810605443,0.007501527559903654,0.0012716895685229712,1.0,1.0,0.0004694650277814758,-0.0016651144428505,0.0052144503102854,True,True,0.007501527559903654,0.0055,True,0.0012716895685229712,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c22_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c22_s29_g055/main4_gate055_f5_s29_detailed.json,0.004193161824030822
turnover_guard_c25_s5_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,25.0,25.0,5,055,bps,5,0.0,0.01,0.0037782338684551496,0.0072988209037829765,0.001170236950797765,1.0,1.0,0.0004694650277814758,-0.0016817970311586,0.0052745079990245,True,True,0.0072988209037829765,0.0055,True,0.001170236950797765,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c25_s5_g055/main4_gate055_f5_s5_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c25_s5_g055/main4_gate055_f5_s5_detailed.json,0.004011253573017925
turnover_guard_c25_s17_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,25.0,25.0,17,055,bps,5,0.0,0.01,0.0037782338684551496,0.0072988209037829765,0.001170236950797765,1.0,1.0,0.0004694650277814758,-0.0016817970311586,0.0052745079990245,True,True,0.0072988209037829765,0.0055,True,0.001170236950797765,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c25_s17_g055/main4_gate055_f5_s17_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c25_s17_g055/main4_gate055_f5_s17_detailed.json,0.004011253573017925
turnover_guard_c25_s29_g055,False,0,turnover_guard,0.015,tanh_return,1.12,5.0,-0.75,0.6,0.8,1.05,1.0,0.02,turnover_guard,25.0,25.0,29,055,bps,5,0.0,0.01,0.0037782338684551496,0.0072988209037829765,0.001170236950797765,1.0,1.0,0.0004694650277814758,-0.0016817970311586,0.0052745079990245,True,True,0.0072988209037829765,0.0055,True,0.001170236950797765,0.0,True,1.0,0.01,artifacts/main4_phase2_runs/turnover_guard_c25_s29_g055/main4_gate055_f5_s29_summary.csv,artifacts/main4_phase2_runs/turnover_guard_c25_s29_g055/main4_gate055_f5_s29_detailed.json,0.004011253573017925
